Filing.Date	Trade.Date	Ticker	Company Name	Insider.Name	Title	Trade.Type	Price	Qty	Owned	ΔOwn	Value	totalValue	Filing.Time	DaysToFile
2024-12-06	2024-12-02	WEST	Westrock Coffee Co	Parent Kenneth M.	Dir	P - Purchase	8.07	62735	112,451	+126%	+$506,271	506271.45	16:06:35	4
2024-12-06	2024-12-04	MPC	Marathon Petroleum Corp	Campbell Jeffrey C	Dir	P - Purchase	149.61	6000	6,238	>999%	+$897,644	897660	15:44:16	2
2024-12-05	2024-12-04	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	30.82	3e+05	27,863,498	+1%	+$9,245,400	9246000	21:56:55	1
2024-12-05	2024-12-03	PMD	Psychemedics Corp	Kamin Peter	Dir, 10%	P - Purchase	2.35	1409712	2,057,449	+218%	+$3,312,823	3312823.2	18:05:08	2
2024-12-05	2024-12-03	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	8.06	211154	58,448,770	0%	+$1,701,469	1701901.24	13:43:49	2
2024-12-05	2024-12-03	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.51	81948	3,636,751	+2%	+$779,325	779325.48	13:33:15	2
2024-12-04	2024-12-03	ZBIO	Zenas Biopharma, Inc.	Moulder Leon O Jr	CEO	P - Purchase	10.26	70000	1,913,194	+4%	+$718,100	718200	21:03:46	1
2024-12-04	2024-12-03	RRGB	Red Robin Gourmet Burgers Inc	Jcp Investment Management, LLC	10%	P - Purchase	5.19	800455	1,860,668	+75%	+$4,154,361	4154361.45	19:44:33	1
2024-12-04	2024-12-02	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	292.96	5120	1,541,200	0%	+$1,499,971	1499955.2	19:20:08	2
2024-12-04	2024-12-03	ALLE	Allegion Plc	Stone John H	Pres, CEO	P - Purchase	140.7	7500	120,481	+7%	+$1,055,246	1055250	17:28:52	1
2024-12-04	2024-12-02	LILA	Liberty Latin America Ltd.	Paddick Brendan J	Dir	P - Purchase	6.87	94497	3,327,612	+3%	+$649,169	649194.39	16:03:37	2
2024-12-03	2024-11-29	PSEC	Prospect Capital Corp	Eliasek M Grier	COO	P - Purchase	4.81	210000	2,131,130	+11%	+$1,010,058	1010100	16:01:30	4
2024-12-03	2024-12-02	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.98	94924	58,237,616	0%	+$757,494	757493.52	10:59:25	1
2024-12-02	2024-11-26	HFUS	Hartford Creative Group, Inc.	Chang Sheng-Yih	CEO, 10%	P - Purchase	0.02	43786800	45,786,800	>999%	+$875,736	875736	19:40:13	6
2024-12-02	2024-11-27	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.43	604000	27,563,498	+2%	+$18,985,493	18983720	17:07:45	5
2024-12-02	2024-11-27	PSEC	Prospect Capital Corp	Eliasek M Grier	COO	P - Purchase	4.79	210000	1,921,130	+12%	+$1,005,858	1005900	16:01:09	5
2024-11-29	2024-11-26	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	326.46	3350	1,536,080	0%	+$1,093,635	1093641	21:51:44	3
2024-11-29	2024-11-26	LILA	Liberty Latin America Ltd.	Paddick Brendan J	Dir	P - Purchase	7.1	105053	1,343,021	+8%	+$746,131	745876.3	16:05:30	3
2024-11-29	2024-11-26	OCTIX	Octagon Xai Clo Income Fund	Octagon Credit Investors, LLC	Sub-Adviser	P - Purchase	25.23	89180	89,180	New	+$2,250,000	2250011.4	09:45:45	3
2024-11-27	2024-11-25	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.5	277000	26,959,498	+1%	+$8,725,610	8725500	17:13:25	2
2024-11-27	2024-11-25	SSII	Ss Innovations International, Inc.	Moll Frederic H	Dir	P - Purchase	1.37	3644315	4,229,000	+623%	+$5,000,000	4992711.55	17:00:11	2
2024-11-27	2024-11-26	NGNE	Neurogene Inc.	Samsara Biocapital Gp, LLC	10%	P - Purchase	25.83	48770	1,717,127	+3%	+$1,259,623	1259729.1	16:39:29	1
2024-11-27	2024-11-25	TFC	Truist Financial Corp	Rogers William H Jr	COB, CEO	P - Purchase	48.56	34180	1,139,193	+3%	+$1,659,781	1659780.8	08:13:37	2
2024-11-27	2024-11-25	ACDC	Profrac Holding Corp.	Wilks Matthew	Exec COB	P - Purchase	7.79	79960	1,517,676	+6%	+$623,068	622888.4	06:00:07	2
2024-11-26	2024-11-25	HWH	Hwh International Inc.	Chan Heng Fai Ambrose	Dir, 10%	P - Purchase	0.68	4411764	11,387,954	+63%	+$3,000,000	2999999.52	19:12:12	1
2024-11-26	2024-11-22	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	71.2	25815	4,033,844	+1%	+$1,838,037	1838028	17:50:18	4
2024-11-26	2024-11-22	IIIV	I3 Verticals, Inc.	Daily Gregory S	CEO, 10%	P - Purchase	23.76	88544	316,227	+39%	+$2,103,669	2103805.44	17:30:21	4
2024-11-26	2024-11-22	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	1.4	421796	48,088,009	+1%	+$590,514	590514.4	17:28:46	4
2024-11-26	2024-11-22	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	17.69	30478	1,919,726	+2%	+$539,210	539155.82	16:57:19	4
2024-11-26	2024-11-22	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.78	1e+06	77,793,888	+1%	+$4,780,000	4780000	16:01:24	4
2024-11-26	2024-11-25	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.96	266732	58,126,891	0%	+$2,123,187	2123186.72	12:08:33	1
2024-11-25	2024-11-22	NGNE	Neurogene Inc.	McMinn Rachel	CEO	P - Purchase	20.4	47500	1,297,859	+4%	+$969,000	969000	21:29:04	3
2024-11-25	2024-11-22	VTYX	Ventyx Biosciences, Inc.	Mohan Raju	CEO, Pres	P - Purchase	1.92	5e+05	2,175,028	+30%	+$959,889	960000	21:07:34	3
2024-11-25	2024-11-21	PDX	Pimco Dynamic Income Strategy Fund	Saba Capital Management, L.P.	10%	P - Purchase	26.21	81273	6,769,441	+1%	+$2,130,027	2130165.33	19:19:35	4
2024-11-25	2024-11-22	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.86	68422	57,860,159	0%	+$537,797	537796.92	18:49:03	3
2024-11-25	2024-11-21	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.35	158191	3,492,895	+5%	+$1,479,086	1479085.85	18:46:32	4
2024-11-25	2024-11-21	MHI	Pioneer Municipal High Income Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	9.41	64283	3,824,599	+2%	+$604,903	604903.03	18:34:40	4
2024-11-25	2024-11-21	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.64	1e+06	76,793,888	+1%	+$4,640,000	4640000	16:01:09	4
2024-11-25	2024-11-21	IMNM	Immunome Inc.	Siegall Clay B	Pres, CEO	P - Purchase	9.62	1e+05	519,636	+24%	+$962,181	962000	08:41:00	4
2024-11-22	2024-11-20	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	208.77	2427	1,532,730	0%	+$506,690	506684.79	18:38:06	2
2024-11-22	2024-11-19	NINE	Nine Energy Service, Inc.	Monroe William	10%	P - Purchase	1.21	960000	4,860,000	+25%	+$1,159,545	1161600	18:33:50	3
2024-11-22	2024-11-20	CLVT	Clarivate Plc	Angelakis Michael J	Dir	P - Purchase	5.16	3465000	15,780,941	+28%	+$17,863,350	17879400	18:28:14	2
2024-11-22	2024-11-20	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	1.23	746335	47,529,460	+2%	+$917,992	917992.05	17:39:09	2
2024-11-22	2024-11-20	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.56	89044	9,525,299	+1%	+$1,029,023	1029348.64	17:25:27	2
2024-11-22	2024-11-20	OSCR	Oscar Health, Inc.	Thrive Partners VII Growth Gp, LLC	Dir, 10%	P - Purchase	16.91	188395	6,343,617	+3%	+$3,185,681	3185759.45	16:33:02	2
2024-11-22	2024-11-20	OSCR	Oscar Health, Inc.	Kushner Joshua	Co-Founder, Vice COB, 10%	P - Purchase	16.91	188395	6,343,617	+3%	+$3,185,681	3185759.45	16:29:47	2
2024-11-22	2024-11-19	INBX	Inhibrx Biosciences, Inc.	Kayyem Jon Faiz	Dir	P - Purchase	14.21	107186	139,686	+330%	+$1,523,620	1523113.06	16:03:55	3
2024-11-22	2024-11-20	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.59	1e+06	75,793,876	+1%	+$4,590,000	4590000	16:01:25	2
2024-11-21	2024-11-21	SGHT	Sight Sciences, Inc.	Encrantz Staffan	Dir, 10%	P - Purchase	3.73	551802	5,603,436	+11%	+$2,058,221	2058221.46	21:12:29	0
2024-11-21	2024-11-19	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.34	250000	26,682,498	+1%	+$7,835,400	7835000	18:31:30	2
2024-11-21	2024-11-19	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	16.12	76523	1,889,248	+4%	+$1,233,549	1233550.76	18:11:33	2
2024-11-21	2024-11-19	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	71.66	19174	4,008,029	0%	+$1,374,040	1374008.84	17:59:07	2
2024-11-21	2024-11-19	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	1.21	1501500	46,783,125	+3%	+$1,816,815	1816815	17:42:37	2
2024-11-21	2024-11-19	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.63	1e+06	74,793,876	+1%	+$4,630,000	4630000	16:02:10	2
2024-11-21	2024-11-19	PDX	Pimco Dynamic Income Strategy Fund	Saba Capital Management, L.P.	10%	P - Purchase	26.03	149628	6,688,168	+2%	+$3,894,071	3894816.84	14:28:59	2
2024-11-21	2024-11-19	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	15.81	46248	17,396,208	0%	+$730,960	731180.88	14:16:04	2
2024-11-21	2024-11-19	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.62	174630	57,791,737	0%	+$1,330,478	1330680.6	14:15:29	2
2024-11-21	2024-11-19	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.36	54566	3,334,704	+2%	+$510,982	510737.76	14:11:19	2
2024-11-21	2024-11-19	SUAC	Shoulderup Technology Acquisition Corp.	Polar Asset Management Partners Inc.	10%	P - Purchase	10.71	1e+05	500,000	+25%	+$1,071,000	1071000	11:48:08	2
2024-11-20	2024-11-19	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	51.36	10000	293,307	+4%	+$513,550	513600	19:39:54	1
2024-11-20	2024-11-18	HTLD	Heartland Express Inc	Ann S. Gerdin Revocable Trust	Co-Trustee of 10% Owner, 10%	P - Purchase	12.24	49506	22,169,567	0%	+$606,087	605953.44	18:00:36	2
2024-11-20	2024-11-18	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	0.98	796096	45,281,625	+2%	+$780,174	780174.08	17:45:25	2
2024-11-20	2024-11-18	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.58	100272	9,465,936	+1%	+$1,161,067	1161149.76	16:49:01	2
2024-11-20	2024-11-18	TBLA	Taboola.Com Ltd.	Limon Zvi	Dir	P - Purchase	3.15	214789	2,983,541	+8%	+$676,899	676585.35	16:32:17	2
2024-11-20	2024-11-19	ACRS	Aclaris Therapeutics, Inc.	Mehra Anand	Dir	P - Purchase	2.25	666666	710,030	>999%	+$1,499,999	1499998.5	16:20:04	1
2024-11-20	2024-11-18	MBIN	Merchants Bancorp	O'Brien Patrick D.	Dir	P - Purchase	25	80000	330,616	+32%	+$2,000,000	2e+06	16:11:41	2
2024-11-20	2024-11-19	EL	Estee Lauder Companies Inc	Fribourg Paul J	Dir	P - Purchase	64.48	77800	391,800	+25%	+$5,016,181	5016544	16:04:08	1
2024-11-20	2024-11-18	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.47	837273	73,774,401	+1%	+$3,742,610	3742610.31	16:01:14	2
2024-11-19	2024-11-15	KLG	Wk Kellogg Co	Gund G Zachary	Dir	P - Purchase	17.2	55000	640,639	+9%	+$946,083	946000	20:44:50	4
2024-11-19	2024-11-15	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	271.92	15195	1,530,303	+1%	+$4,131,792	4131824.4	19:10:50	4
2024-11-19	2024-11-15	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.66	1152920	21,368,984	+6%	+$7,680,421	7678447.2	18:41:53	4
2024-11-19	2024-11-15	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.4	205900	72,937,128	0%	+$905,960	905960	18:37:58	4
2024-11-19	2024-11-15	LAZY	Lazydays Holdings, Inc.	Coliseum Capital Management, LLC	10%	P - Purchase	1.03	14563106	97,578,513	+18%	+$14,999,999	14999999.18	17:46:28	4
2024-11-19	2024-11-11	CGBD	Carlyle Secured Lending, Inc.	Jenkins Mark David	Dir	P - Purchase	16.58	65000	94,519	+220%	+$1,077,400	1077700	16:19:58	8
2024-11-19	2024-11-15	ZI	Zoominfo Technologies Inc.	Schuck Henry	CEO	P - Purchase	10.25	492500	18,321,210	+3%	+$5,049,750	5048125	16:18:29	4
2024-11-19	2024-11-18	AZTA	Azenta, Inc.	Marotta John	Pres, CEO	P - Purchase	39.59	13967	100,862	+16%	+$552,904	552953.53	16:10:16	1
2024-11-19	2024-11-18	BRKR	Bruker Corp	Laukien Frank H	Pres, CEO, 10%	P - Purchase	50.14	1e+05	39,387,671	0%	+$5,014,069	5014000	16:07:19	1
2024-11-19	2024-11-18	PDX	Pimco Dynamic Income Strategy Fund	Saba Capital Management, L.P.	10%	P - Purchase	25.85	117561	6,538,540	+2%	+$3,038,952	3038951.85	13:51:23	1
2024-11-19	2024-11-15	EL	Estee Lauder Companies Inc	Fribourg Paul J	Dir	P - Purchase	64.46	153000	314,000	+95%	+$9,862,777	9862380	11:30:03	4
2024-11-19	2024-11-18	ZETA	Zeta Global Holdings Corp.	Niehaus Robert H	Dir	P - Purchase	18.62	30000	308,558	+11%	+$558,600	558600	09:11:47	1
2024-11-18	2024-11-14	RNAC	Cartesian Therapeutics, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	17.07	431940	9,316,199	+5%	+$7,373,527	7373215.8	19:35:50	4
2024-11-18	2024-11-14	SNBR	Sleep Number Corp	Stadium Capital Management LLC	10%	P - Purchase	12.9	43140	2,616,459	+2%	+$556,390	556506	18:46:43	4
2024-11-18	2024-11-15	GO	Grocery Outlet Holding Corp.	Ragatz Erik D.	Dir	P - Purchase	18.25	110000	657,274	+20%	+$2,007,500	2007500	17:45:44	3
2024-11-18	2024-11-14	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	72.29	13971	3,988,855	0%	+$1,010,026	1009963.59	17:26:39	4
2024-11-18	2024-11-14	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	49.84	15000	283,307	+6%	+$747,600	747600	17:11:15	4
2024-11-18	2024-11-14	OSCR	Oscar Health, Inc.	Thrive Partners VII Growth Gp, LLC	Dir, 10%	P - Purchase	15.8	344522	6,155,222	+6%	+$5,444,343	5443447.6	17:02:12	4
2024-11-18	2024-11-14	OSCR	Oscar Health, Inc.	Kushner Joshua	Co-Founder, Vice COB, 10%	P - Purchase	15.8	344522	6,155,222	+6%	+$5,444,343	5443447.6	16:55:00	4
2024-11-18	2024-11-14	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.55	97008	9,399,088	+1%	+$1,120,919	1120442.4	16:30:16	4
2024-11-18	2024-11-14	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.37	1e+06	72,731,228	+1%	+$4,370,000	4370000	16:01:42	4
2024-11-18	2024-11-14	PDX	Pimco Dynamic Income Strategy Fund	Saba Capital Management, L.P.	10%	P - Purchase	24.94	149617	6,420,979	+2%	+$3,731,157	3731447.98	12:16:10	4
2024-11-18	2024-11-18	ZETA	Zeta Global Holdings Corp.	Khan Imran	Dir	P - Purchase	18.96	55000	76,241	+259%	+$1,042,547	1042800	11:54:35	0
2024-11-18	2024-11-14	MAV	Pioneer Municipal High Income Advantage Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	8.65	61994	3,421,972	+2%	+$536,327	536248.1	11:52:08	4
2024-11-18	2024-11-18	ZETA	Zeta Global Holdings Corp.	Steinberg David	CEO, 10%	P - Purchase	19.24	53676	3,526,230	+2%	+$1,032,726	1032726.24	11:43:24	0
2024-11-15	2024-11-13	UCTT	Ultra Clean Holdings, Inc.	Bajwa Harjinder	COO	P - Purchase	34.83	15000	44,291	+51%	+$522,500	522450	18:24:51	2
2024-11-15	2024-11-13	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.43	157599	9,510,275	+2%	+$1,012,851	1013361.57	16:53:49	2
2024-11-15	2024-11-13	AMRC	Ameresco, Inc.	Sakellaris George P	Pres, CEO, 10%	P - Purchase	26.54	25000	2,153,638	+1%	+$663,500	663500	16:38:47	2
2024-11-15	2024-11-13	EL	Estee Lauder Companies Inc	Fribourg Paul J	Dir	P - Purchase	63.98	157000	161,000	>999%	+$10,045,534	10044860	16:27:04	2
2024-11-15	2024-11-13	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	29.86	155000	26,432,498	+1%	+$4,628,068	4628300	16:13:59	2
2024-11-15	2024-11-13	GRBK	Green Brick Partners, Inc.	Einhorn David	Dir, 10%	P - Purchase	69.16	1017163	9,511,617	+12%	+$70,346,993	70346993.08	16:02:39	2
2024-11-15	2024-11-14	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	15.79	38500	17,324,838	0%	+$608,011	607915	09:17:38	1
2024-11-14	2024-11-12	QTI	Qt Imaging Holdings, Inc.	Katz Avi S	COB	P - Purchase	0.58	3142122	3,329,192	>999%	+$1,834,999	1822430.76	21:03:30	2
2024-11-14	2024-11-12	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	316.87	18215	1,515,108	+1%	+$5,771,814	5771787.05	19:33:45	2
2024-11-14	2024-11-12	RXST	Rxsight, Inc.	Corley Jesse Anderson	Dir	P - Purchase	45.14	22476	538,370	+4%	+$1,014,570	1014566.64	19:14:14	2
2024-11-14	2024-11-12	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	0.9	8338206	44,254,500	+23%	+$7,476,003	7504385.4	18:24:32	2
2024-11-14	2024-11-12	DCOM	Dime Community Bancshares, Inc. /ny/	Basswood Capital Management, L.L.C.	Director-by-Deputization	P - Purchase	32	29000	2,063,984	+1%	+$928,000	928000	18:10:49	2
2024-11-14	2024-11-12	SATS	Echostar Corp	Ergen Charles W	COB, 10%	P - Purchase	28.04	1551355	16,042,800	+11%	+$43,499,994	43499994.2	17:15:44	2
2024-11-14	2024-11-12	KLG	Wk Kellogg Co	Gund G Zachary	Dir	P - Purchase	17.67	195000	591,857	+49%	+$3,445,488	3445650	17:11:07	2
2024-11-14	2024-11-12	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.53	152353	9,295,491	+2%	+$1,756,141	1756630.09	16:29:18	2
2024-11-14	2024-11-13	ARDX	Ardelyx, Inc.	Mott David M	Dir	P - Purchase	4.62	215868	1,425,465	+18%	+$996,598	997310.16	16:26:52	1
2024-11-14	2024-11-13	KVYO	Klaviyo, Inc.	Fagnan Jeff	10%	P - Purchase	37.14	13515	49,764	+37%	+$501,921	501947.1	16:00:14	1
2024-11-14	2024-11-12	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.77	199373	57,617,107	0%	+$1,549,650	1549128.21	13:04:20	2
2024-11-14	2024-11-12	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.33	65458	3,264,291	+2%	+$610,409	610723.14	12:52:12	2
2024-11-13	2024-11-11	OSCR	Oscar Health, Inc.	Kushner Joshua	Co-Founder, Vice COB, 10%	P - Purchase	13.67	1055478	5,810,700	+22%	+$14,429,982	14428384.26	21:13:46	2
2024-11-13	2024-11-11	OSCR	Oscar Health, Inc.	Thrive Partners VII Growth Gp, LLC	Dir, 10%	P - Purchase	13.67	1055478	5,810,700	+22%	+$14,429,982	14428384.26	21:11:27	2
2024-11-13	2024-11-08	LMND	Lemonade, Inc.	Angelidis-Smith Maria	Dir	P - Purchase	30.02	33554	40,916	+456%	+$1,007,445	1007291.08	20:31:39	5
2024-11-13	2024-11-08	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	7.08	1209382	20,216,064	+6%	+$8,556,664	8562424.56	18:45:26	5
2024-11-13	2024-11-11	SNBR	Sleep Number Corp	Stadium Capital Management LLC	10%	P - Purchase	14.34	77185	2,573,319	+3%	+$1,107,192	1106832.9	18:21:17	2
2024-11-13	2024-11-13	CNC	Centene Corp	Asher Andrew Lynn	CFO	P - Purchase	58.14	17200	486,847	+4%	+$1,000,008	1000008	18:07:20	0
2024-11-13	2024-11-11	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	71.55	27332	3,974,884	+1%	+$1,955,650	1955604.6	17:41:40	2
2024-11-13	2024-11-08	OPCH	Option Care Health, Inc.	Kraemer Harry M Jansen Jr	Dir	P - Purchase	22.54	43000	326,334	+15%	+$969,031	969220	17:27:03	5
2024-11-13	2024-11-08	TYRA	Tyra Biosciences, Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	16.25	1220681	10,637,290	+13%	+$19,836,066	19836066.25	17:00:07	5
2024-11-13	2024-11-11	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	30.04	80000	26,277,498	0%	+$2,402,828	2403200	16:02:20	2
2024-11-13	2024-11-08	LCGMF	Lion Copper & Gold Corp.	Alford Tony L	Dir, 10%	P - Purchase	0.05	1.4e+07	142,411,685	+11%	+$630,000	7e+05	15:49:37	5
2024-11-13	2024-11-11	SEDG	Solaredge Technologies, Inc.	Avery More	Chairman of the Board	P - Purchase	13.65	156000	244,478	+176%	+$2,129,400	2129400	15:06:16	2
2024-11-13	2024-11-13	EXAS	Exact Sciences Corp	Conroy Kevin T	Pres, CEO	P - Purchase	51.35	19500	1,414,311	+1%	+$1,001,325	1001325	12:56:28	0
2024-11-13	2024-11-08	VANI	Vivani Medical, Inc.	Williams Gregg	Dir, 10%	P - Purchase	1.26	3968253	18,373,169	+28%	+$4,999,999	4999998.78	08:46:59	5
2024-11-13	2024-11-11	GNL	Global Net Lease, Inc.	Schorsch Nicholas S	10%	P - Purchase	7.72	1e+05	29,388,012	0%	+$772,000	772000	06:00:07	2
2024-11-12	2024-11-07	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	17.13	58191	1,812,725	+3%	+$997,053	996811.83	18:08:04	5
2024-11-12	2024-11-08	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.98	1e+05	9,352,676	+1%	+$698,211	698000	18:05:17	4
2024-11-12	2024-11-11	ROK	Rockwell Automation, Inc	Rothe Christian E	SVP, CFO	P - Purchase	275.11	7273	7,273	New	+$2,000,904	2000875.03	17:10:17	1
2024-11-12	2024-11-08	FANG	Diamondback Energy, Inc.	Reeves Robert K	Dir	P - Purchase	180	2832	3,667	+339%	+$509,760	509760	16:07:14	4
2024-11-12	2024-11-08	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.3	191636	9,193,922	+2%	+$2,165,310	2165486.8	16:05:14	4
2024-11-12	2024-11-11	WBD	Warner Bros. Discovery, Inc.	Zeiler Gerhard	Pres, International	P - Purchase	9.24	58000	966,130	+6%	+$535,920	535920	16:04:18	1
2024-11-12	2024-11-08	GDOT	Green Dot Corp	Topline Capital Partners, LP	10%	P - Purchase	10.89	178302	6,335,967	+3%	+$1,941,125	1941708.78	12:59:06	4
2024-11-12	2024-11-07	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.75	142426	57,417,734	0%	+$1,103,191	1103801.5	11:30:26	5
2024-11-12	2024-11-07	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.28	75485	3,198,833	+2%	+$700,283	700500.8	11:24:35	5
2024-11-12	2024-11-08	NE	Noble Corp Plc	Apmh Invest A/S	10%	P - Purchase	35.05	7e+05	31,050,703	+2%	+$24,537,776	24535000	11:04:39	4
2024-11-12	2024-11-08	RHP	Ryman Hospitality Properties, Inc.	Reed Colin V	Exec. COB	P - Purchase	111.59	6809	1,401,318	0%	+$759,816	759816.31	10:26:42	4
2024-11-12	2024-11-07	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	11.98	46911	31,803,935	0%	+$561,880	561993.78	08:53:07	5
2024-11-12	2024-11-07	SMLR	Semler Scientific, Inc.	Semler Eric	Dir	P - Purchase	37.93	50000	699,492	+8%	+$1,896,500	1896500	06:05:40	5
2024-11-08	2024-11-06	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	68.86	55552	3,947,552	+1%	+$3,825,227	3825310.72	17:45:43	2
2024-11-08	2024-11-06	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	10.94	210469	9,105,090	+2%	+$2,301,554	2302530.86	16:17:07	2
2024-11-08	2024-11-06	NE	Noble Corp Plc	Apmh Invest A/S	10%	P - Purchase	34.67	1330000	30,350,703	+5%	+$46,104,795	46111100	14:31:56	2
2024-11-08	2024-11-07	TEX	Terex Corp	Sachs David A	Dir	P - Purchase	56.98	10000	419,754	+2%	+$569,800	569800	14:29:27	1
2024-11-07	2024-11-05	JELD	Jeld-Wen Holding, Inc.	Turtle Creek Asset Management Inc.	10%	P - Purchase	10.37	1e+06	14,842,920	+7%	+$10,368,700	10370000	20:21:30	2
2024-11-07	2024-11-05	SNBR	Sleep Number Corp	Stadium Capital Management LLC	10%	P - Purchase	13.54	39873	2,496,134	+2%	+$539,910	539880.42	18:09:25	2
2024-11-07	2024-11-05	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.97	104500	9,252,676	+1%	+$727,867	728365	17:22:12	2
2024-11-07	2024-11-05	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	28.37	85000	26,197,498	0%	+$2,411,416	2411450	16:17:39	2
