X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
M	2024-11-12 11:37:51	2024-11-07	ENX	Eaton Vance New York Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	$9.57	+24,754	3,094,458	+1%	+$236,969				
M	2024-11-12 11:30:26	2024-11-07	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	$7.75	+142,426	57,417,734	0%	+$1,103,191				
M	2024-11-12 11:24:35	2024-11-07	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	$9.28	+75,485	3,198,833	+2%	+$700,283				
	2024-11-12 11:22:54	2024-11-11	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.71	+9,658	15,656,751	0%	+$6,876				
	2024-11-12 11:17:21	2024-11-11	MIO	Pioneer Municipal High Income Opportunities Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	$12.14	+1,660	1,852,495	0%	+$20,152				
	2024-11-12 11:11:36	2024-11-11	MAV	Pioneer Municipal High Income Advantage Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	$8.65	+5,203	3,353,135	0%	+$45,006				
	2024-11-12 11:08:34	2024-11-11	MHI	Pioneer Municipal High Income Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	$9.45	+5,625	3,669,905	0%	+$53,156				
M	2024-11-12 11:04:39	2024-11-08	NE	Noble Corp Plc	Apmh Invest A/S	10%	P - Purchase	$35.05	+700,000	31,050,703	+2%	+$24,537,776				
	2024-11-12 10:26:42	2024-11-08	RHP	Ryman Hospitality Properties, Inc.	Reed Colin V	Exec. COB	P - Purchase	$111.59	+6,809	1,401,318	0%	+$759,816				
	2024-11-12 09:47:57	2024-11-11	ATO	Atmos Energy Corp	Geiser Edward	Dir	P - Purchase	$144.89	+2,500	2,602	>999%	+$362,225				
	2024-11-12 09:36:46	2024-11-08	CZNC	Citizens & Northern Corp	Pellegrino Frank G	Dir	P - Purchase	$20.58	+197	39,947	0%	+$4,054				
	2024-11-12 09:36:20	2024-11-08	CZNC	Citizens & Northern Corp	Shattuck Katherine W	Dir	P - Purchase	$20.58	+90	7,539	+1%	+$1,852				
M	2024-11-12 09:24:28	2024-11-07	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	$15.84	+24,770	17,269,838	0%	+$392,464				
	2024-11-12 09:08:13	2024-11-11	SHEN	Shenandoah Telecommunications Co/va/	Lytle Glenn E Jr	SVP Commercial Sales	P - Purchase	$13.07	+380	1,780	+27%	+$4,967				
	2024-11-12 08:56:40	2024-11-08	GOOD	Gladstone Commercial Corp	Gerson Gary	CFO	P - Purchase	$17.19	+175	15,277	+1%	+$3,008				
M	2024-11-12 08:53:07	2024-11-07	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	$11.98	+46,911	31,803,935	0%	+$561,880				
	2024-11-12 08:01:10	2024-11-11	CLDX	Celldex Therapeutics, Inc.	Marucci Anthony S	Pres, CEO	P - Purchase	$26.82	+11,500	40,284	+40%	+$308,430				
	2024-11-12 06:11:43	2024-11-11	ZOM	Zomedica Corp.	Heaton Larry C II	CEO	P - Purchase	$0.12	+100,000	500,000	+25%	+$12,200				
	2024-11-12 06:11:01	2024-11-11	ZOM	Zomedica Corp.	Klass Russell Kevin	VP of Sales	P - Purchase	$0.12	+500,000	1,500,050	+50%	+$60,290				
	2024-11-12 06:05:40	2024-11-07	SMLR	Semler Scientific, Inc.	Semler Eric	Dir	P - Purchase	$37.93	+50,000	699,492	+8%	+$1,896,500				
	2024-11-08 19:25:13	2024-11-08	REFI	Chicago Atlantic Real Estate Finance, Inc.	Mazarakis John	Exec COB	P - Purchase	$15.82	+2,779	409,233	+1%	+$43,964				
	2024-11-08 18:31:17	2024-11-08	BGS	B&g Foods, Inc.	Sherrill Stephen	Dir	P - Purchase	$6.63	+70,000	353,084	+25%	+$464,296				
	2024-11-08 18:25:22	2024-11-08	BGS	B&g Foods, Inc.	Lerner Scott E	EVP, GC	P - Purchase	$6.57	+7,611	196,755	+4%	+$49,998				
D	2024-11-08 18:15:51	2024-11-08	CNC	Centene Corp	London Sarah	CEO	P - Purchase	$60.80	+4,117	667,229	+1%	+$250,314				
	2024-11-08 17:48:50	2024-11-08	CSWC	Capital Southwest Corp	Battist Christine	Dir	P - Purchase	$23.13	+256	16,560	+2%	+$5,921				
M	2024-11-08 17:45:43	2024-11-06	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	$68.86	+55,552	3,947,552	+1%	+$3,825,227				
	2024-11-08 17:40:44	2024-11-08	OPK	Opko Health, Inc.	Frost Phillip Md Et Al	CEO, COB, 10%	P - Purchase	$1.50	+280,183	244,708,533	0%	+$421,535				
	2024-11-08 16:57:27	2024-11-08	LKFN	Lakeland Financial Corp	Bartels Robert E Jr	Dir	P - Purchase	$72.32	+802	28,426	+3%	+$58,001				
	2024-11-08 16:44:38	2024-11-08	SVC	Service Properties Trust	Donley Brian E.	CFO, Treasurer	P - Purchase	$3.25	+3,000	91,813	+3%	+$9,750				
M	2024-11-08 16:17:07	2024-11-06	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	$10.94	+210,469	9,105,090	+2%	+$2,301,554				
	2024-11-08 16:16:02	2024-11-06	NMFC	New Mountain Finance Corp	Kline John	CEO, Pres,, Dir	P - Purchase	$10.92	+41,550	351,783	+13%	+$453,682				
	2024-11-08 16:05:26	2024-11-07	ARR	Armour Residential Reit, Inc.	Hain Robert C	Dir	P - Purchase	$19.08	+2,500	9,023	+38%	+$47,699				
D	2024-11-08 14:38:26	2024-11-07	MEC	Mayville Engineering Company, Inc.	Butz Todd M	CFO	P - Purchase	$15.79	+1,272	194,904	+1%	+$20,079				
D	2024-11-08 14:36:36	2024-11-07	MEC	Mayville Engineering Company, Inc.	Lehr Rachele Marie	CHRO	P - Purchase	$15.90	+1,500	7,521	+25%	+$23,850				
M	2024-11-08 14:31:56	2024-11-06	NE	Noble Corp Plc	Apmh Invest A/S	10%	P - Purchase	$34.67	+1,330,000	30,350,703	+5%	+$46,104,795				
	2024-11-08 14:29:27	2024-11-07	TEX	Terex Corp	Sachs David A	Dir	P - Purchase	$56.98	+10,000	419,754	+2%	+$569,800				
	2024-11-08 12:26:23	2024-11-07	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$2.31	+1,242	662,325	0%	+$2,869				
	2024-11-08 11:48:16	2024-11-07	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,266.98	+12	1,138,385	0%	+$15,204				
	2024-11-08 11:39:22	2024-11-07	ASRV	Ameriserv Financial Inc /pa/	Stopko Jeffrey A	Pres, CEO ASRV, Bank	P - Purchase	$2.85	+3,000	147,236	+2%	+$8,550				
	2024-11-08 10:29:00	2024-11-07	CVGI	Commercial Vehicle Group, Inc.	Griffin Robert C	Dir	P - Purchase	$2.72	+10,000	245,481	+4%	+$27,200				
	2024-11-08 08:41:58	2024-11-07	CBKM	Consumers Bancorp Inc /oh/	Kiko Richard T Jr	Dir	P - Purchase	$18.75	+533	14,207	+4%	+$9,994				
M	2024-11-08 08:30:12	2024-11-06	GMGI	Golden Matrix Group, Inc.	Milovanovic Aleksandar	Member of 10% Reporting Group, 10%	P - Purchase	$2.85	+44,038	77,532,008	0%	+$125,362				
M	2024-11-07 20:21:30	2024-11-05	JELD	Jeld-Wen Holding, Inc.	Turtle Creek Asset Management Inc.	10%	P - Purchase	$10.37	+1,000,000	14,842,920	+7%	+$10,368,700				
M	2024-11-07 19:47:01	2024-11-05	RRGB	Red Robin Gourmet Burgers Inc	Jumana Capital Investments LLC	See Footnote 1	P - Purchase	$5.19	+45,250	814,452	+6%	+$234,751				
M	2024-11-07 19:43:26	2024-11-05	RRGB	Red Robin Gourmet Burgers Inc	Jcp Investment Management, LLC	See Footnote 1	P - Purchase	$5.19	+45,250	1,060,213	+4%	+$234,751				
M	2024-11-07 19:31:35	2024-11-05	RYAN	Ryan Specialty Holdings, Inc.	Ryan Patrick G Jr	Dir	P - Purchase	$69.03	+250	654,353	0%	+$17,258				
	2024-11-07 19:20:42	2024-11-07	NEA	Nuveen Amt-Free Quality Municipal Income Fund	Hamilton Michael S.	Portfolio Manager	P - Purchase	$11.35	+265	2,676	+11%	+$3,009				
	2024-11-07 18:57:21	2024-11-06	VRNA	Verona Pharma Plc	Ebsworth David R	Dir	P - Purchase	$4.80	+39,360	920,003	+4%	+$188,881				
	2024-11-07 18:56:12	2024-11-06	VRNA	Verona Pharma Plc	Ackermann Christina	Dir	P - Purchase	$4.74	+41,880	41,880	New	+$198,386				
M	2024-11-07 18:09:25	2024-11-05	SNBR	Sleep Number Corp	Stadium Capital Management LLC	10%	P - Purchase	$13.54	+39,873	2,496,134	+2%	+$539,910				
M	2024-11-07 17:34:33	2024-11-06	SCKT	Socket Mobile, Inc.	Bass Charlie	Dir, 10%	P - Purchase	$1.17	+10,000	1,516,651	+1%	+$11,742				
M	2024-11-07 17:22:12	2024-11-05	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.97	+104,500	9,252,676	+1%	+$727,867				
AD	2024-11-07 17:02:57	2024-11-07	MEC	Mayville Engineering Company, Inc.	Reddy Jagadeesh A	Pres, CEO	P - Purchase	$16.72	+5,903	90,612	+7%	+$98,698				
D	2024-11-07 16:59:05	2024-11-07	MEC	Mayville Engineering Company, Inc.	Leuba Sean P	SVP, Corp. Development, GC	P - Purchase	$16.13	+1,000	9,143	+12%	+$16,125				
	2024-11-07 16:55:40	2024-11-05	DINO	Hf Sinclair Corp	Go Timothy	CEO, Pres	P - Purchase	$39.97	+2,500	238,882	+1%	+$99,923				
	2024-11-07 16:25:51	2024-11-07	CSWC	Capital Southwest Corp	Rogers-Windsor Ramona Lynn	Dir	P - Purchase	$23.07	+500	16,157	+3%	+$11,533				
	2024-11-07 16:17:39	2024-11-05	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$28.37	+85,000	26,197,498	0%	+$2,411,416				
A	2024-11-07 16:00:54	2024-11-05	CBU	Community Financial System, Inc.	Macpherson Kerrie D.	Dir	P - Purchase	$62.20	+320	2,982	+12%	+$19,902				
	2024-11-07 15:46:10	2024-11-07	LCNB	Lcnb Corp	Mulligan Lawrence P Jr.	EVP	P - Purchase	$16.83	+1,000	25,977	+4%	+$16,830				
D	2024-11-07 13:57:42	2024-11-07	MEC	Mayville Engineering Company, Inc.	Reddy Jagadeesh A	Pres, CEO	P - Purchase	$16.72	+5,903	90,612	+7%	+$98,698				
M	2024-11-07 12:59:39	2024-11-05	ENX	Eaton Vance New York Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	$9.54	+12,274	3,069,704	0%	+$117,121				
M	2024-11-07 12:53:14	2024-11-05	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	$9.23	+9,023	3,123,348	0%	+$83,307				
M	2024-11-07 12:52:34	2024-11-05	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	$7.61	+121,632	57,275,308	0%	+$925,342				
	2024-11-07 11:37:48	2024-11-06	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$2.24	+1,242	661,083	0%	+$2,782				
	2024-11-07 10:53:49	2024-11-06	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,325.68	+12	1,138,373	0%	+$15,908				
	2024-11-07 09:57:44	2024-11-05	CIVB	Civista Bancshares, Inc.	Congrove Darci L	Dir	P - Purchase	$20.81	+750	5,250	+17%	+$15,610				
	2024-11-07 09:38:49	2024-11-06	NWPP	New Peoples Bankshares Inc	White Blaine Scott	Dir, 10%	P - Purchase	$2.66	+124,754	5,579,097	+2%	+$331,846				
	2024-11-07 08:54:17	2024-11-06	NVG	Nuveen Amt-Free Municipal Credit Income Fund	Lamb David J	VP	P - Purchase	$12.44	+3,000	3,000	New	+$37,320				
M	2024-11-06 20:28:23	2024-11-05	DC	Dakota Gold Corp.	Quartermain Robert	Pres, CEO	P - Purchase	$2.38	+40,000	7,542,877	+1%	+$95,000				
M	2024-11-06 18:30:44	2024-11-04	CCO	Clear Channel Outdoor Holdings, Inc.	Moreno Arturo R	10%	P - Purchase	$1.46	+500,000	52,432,534	+1%	+$727,500				
M	2024-11-06 18:28:25	2024-11-04	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	$10.99	+68,284	31,757,024	0%	+$750,246				
	2024-11-06 17:51:04	2024-11-05	KMI	Kinder Morgan, Inc.	Chronis Amy W	Dir	P - Purchase	$24.90	+2,241	23,995	+10%	+$55,790				
M	2024-11-06 17:38:31	2024-11-04	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	$16.16	+32,917	1,754,534	+2%	+$532,030				
	2024-11-06 16:57:17	2024-11-04	NMFC	New Mountain Finance Corp	Weinstein Adam B.	EVP, CAO, Dir	P - Purchase	$10.87	+45,000	552,535	+9%	+$489,285				
M	2024-11-06 16:56:47	2024-11-04	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	$10.70	+173,657	8,964,777	+2%	+$1,858,580				
	2024-11-06 16:55:47	2024-11-04	NMFC	New Mountain Finance Corp	Corbett Kris	CFO, Treasurer	P - Purchase	$10.85	+2,500	9,000	+38%	+$27,119				
	2024-11-06 16:55:25	2024-11-06	RGR	Sturm Ruger & Co Inc	Oconnor Terrence Gregory	Dir	P - Purchase	$39.88	+2,500	10,114	+33%	+$99,700				
M	2024-11-06 16:45:03	2024-11-05	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	$15.45	+22,266	17,245,068	0%	+$344,053				
	2024-11-06 16:32:22	2024-11-04	RCKY	Rocky Brands, Inc.	Smith Dwight Eric	Dir	P - Purchase	$20.47	+500	9,333	+6%	+$10,235				
	2024-11-06 16:30:05	2024-09-20	AB	Alliancebernstein Holding L.P.	Equitable Holdings, Inc.	See Remarks	P - Purchase	$35.12	+700,000	5,211,194	+16%	+$24,581,900				
	2024-11-06 16:30:04	2024-11-04	BX	Blackstone Inc.	Porat Ruth	Dir	P - Purchase	$169.38	+217	45,028	0%	+$36,799				
	2024-11-06 16:26:10	2024-11-04	OI	O-I Glass, Inc. /de/	Burns Randolph L	SVP, Chief Admin, Sus Officer	P - Purchase	$11.38	+13,000	72,499	+22%	+$147,943				
	2024-11-06 16:20:48	2024-11-04	DRUG	Bright Minds Biosciences Inc.	Cormorant Asset Management, LP	10%	P - Purchase	$21.70	+184,331	1,059,331	+21%	+$3,999,983				
	2024-11-06 16:18:30	2024-11-05	RCG	Renn Fund, Inc.	Kesslen Jay H	Vice-Pres, CCO	P - Purchase	$2.22	+1,000	42,363	+2%	+$2,220				
	2024-11-06 16:16:05	2024-11-05	ALGM	Allegro Microsystems, Inc.	Nargolwala Vineet A	Pres, CEO	P - Purchase	$19.89	+5,000	356,113	+1%	+$99,446				
	2024-11-06 16:11:42	2024-11-04	MBLY	Mobileye Global Inc.	Gelsinger Patrick P	Dir	P - Purchase	$14.94	+6,750	145,856	+5%	+$100,848				
D	2024-11-06 16:10:28	2024-11-04	BACQ	Bleichroeder Acquisition Corp. I	Bleichroeder Sponsor 1 LLC	10%	P - Purchase	$10.00	+425,000	425,000	New	+$4,250,000				
	2024-11-06 16:06:28	2024-11-04	INTC	Intel Corp	Gelsinger Patrick P	CEO	P - Purchase	$22.53	+11,150	645,874	+2%	+$251,198				
	2024-11-06 16:01:43	2024-11-04	UWHR	Uwharrie Capital Corp	Trout Jeffrey L	Pres UB Mortgage	P - Purchase	$7.98	+140	13,366	+1%	+$1,117				
	2024-11-06 16:00:36	2024-11-06	PCB	Pcb Bancorp	Kim Henry	Pres, CEO, Dir	P - Purchase	$20.35	+3,700	24,713	+18%	+$75,295				
	2024-11-06 16:00:03	2024-11-04	OLED	Universal Display Corp pa	Lacerte Lawrence	Dir	P - Purchase	$180.89	+742	122,372	+1%	+$134,220				
	2024-11-06 15:44:17	2024-11-04	TRIN	Trinity Capital Inc.	Brown Steve Louis	Exec COB	P - Purchase	$13.12	+19,350	1,262,928	+2%	+$253,951				
	2024-11-06 15:43:19	2024-11-04	TRIN	Trinity Capital Inc.	Zacharia Michael	Dir	P - Purchase	$13.15	+790	36,882	+2%	+$10,385				
	2024-11-06 15:33:40	2024-11-04	EG	Everest Group, Ltd.	Galtney William F Jr	Dir	P - Purchase	$348.64	+2,870	32,822	+10%	+$1,000,595				
	2024-11-06 15:25:18	2024-11-05	CBU	Community Financial System, Inc.	Macpherson Kerrie D.	Dir	P - Purchase	$62.20	+320	3,302	+11%	+$19,902				
	2024-11-06 15:16:42	2024-11-05	BDSX	Biodesix Inc	Strobeck Matthew	Dir	P - Purchase	$1.40	+40,000	5,756,157	+1%	+$55,916				
	2024-11-06 15:16:24	2024-11-05	BDSX	Biodesix Inc	Schuler Jack W	Dir, 10%	P - Purchase	$1.36	+100,253	30,894,935	0%	+$136,585				
	2024-11-06 15:16:09	2024-11-05	BDSX	Biodesix Inc	Patience John	Chairman	P - Purchase	$1.38	+75,000	7,373,823	+1%	+$103,710				
	2024-11-06 15:15:55	2024-11-05	BDSX	Biodesix Inc	Massarany Hany	Dir	P - Purchase	$1.37	+22,500	337,131	+7%	+$30,866				
M	2024-11-06 15:15:40	2024-11-05	BDSX	Biodesix Inc	Kennedy Lawrence T. Jr	Dir, 10%	P - Purchase	$1.36	+71,200	25,419,283	0%	+$97,068				
	2024-11-06 15:13:38	2024-11-05	SPFI	South Plains Financial, Inc.	Valles Noe G	Dir	P - Purchase	$33.50	+50,000	386,437	+15%	+$1,675,000				
	2024-11-06 14:52:10	2024-11-05	FNWB	First Northwest Bancorp	Deines Matthew	Pres ,  CEO	P - Purchase	$9.79	+2,100	119,209	+2%	+$20,559				
	2024-11-06 14:44:12	2024-11-05	CDZI	Cadiz Inc	Heerema International Group Services Sa	10%	P - Purchase	$3.34	+2,070,000	25,695,300	+9%	+$6,913,800				
	2024-11-06 14:04:03	2024-11-04	AESI	Atlas Energy Solutions Inc.	Shepard Gregory M	Member of 10% Owner Group	P - Purchase	$19.19	+13,363	7,619,055	0%	+$256,436				
	2024-11-06 12:34:14	2024-11-05	USNU	Elite Health Systems Inc.	Jeereddi Prasad Anjaneya	CEO	P - Purchase	$0.83	+3,000	1,502,097	0%	+$2,500				
	2024-11-06 12:24:28	2024-11-05	NEA	Nuveen Amt-Free Quality Municipal Income Fund	Hamilton Michael S.	Portfolio Manager	P - Purchase	$11.44	+264	2,411	+12%	+$3,020				
	2024-11-06 11:08:50	2024-11-05	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$2.21	+1,238	659,841	0%	+$2,736				
	2024-11-06 11:00:50	2024-11-05	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,216.62	+12	1,138,361	0%	+$14,599				
D	2024-11-06 10:56:35	2024-11-01	CBNK	Capital Bancorp Inc	Poynot Steven M	Pres, COO	P - Purchase	$25.36	+2,000	5,435	+58%	+$50,720				
	2024-11-06 09:49:32	2024-11-04	PKBK	Parke Bancorp, Inc.	Pantilione Vito S	Pres, CEO	P - Purchase	$20.88	+1,100	295,025	0%	+$22,968				
	2024-11-05 19:52:31	2024-11-01	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$28.66	+150,000	26,112,498	+1%	+$4,299,030				
M	2024-11-05 18:33:07	2024-11-04	HLF	Herbalife Ltd.	Mendoza Juan Miguel	Dir	P - Purchase	$7.99	+5,000	125,000	+4%	+$39,950				
M	2024-11-05 17:42:39	2024-11-04	SCKT	Socket Mobile, Inc.	Bass Charlie	Dir, 10%	P - Purchase	$1.17	+10,000	1,506,651	+1%	+$11,674				
	2024-11-05 17:41:22	2024-11-01	BMY	Bristol Myers Squibb Co	Hirawat Samit	EVP,Chief Med.Offr.,Drug Dev.	P - Purchase	$54.68	+1,830	62,109	+3%	+$100,055				
	2024-11-05 17:22:50	2024-11-01	UMBF	Umb Financial Corp	Graves Greg M	Dir	P - Purchase	$109.29	+258	36,244	+1%	+$28,155				
	2024-11-05 17:21:45	2024-11-01	UMBF	Umb Financial Corp	Peterman Tamara	Dir	P - Purchase	$109.29	+181	7,616	+2%	+$19,733				
D	2024-11-05 17:08:12	2024-11-04	WSC	Willscot Holdings Corp	Soultz Bradley Lee	CEO	P - Purchase	$36.38	+5,000	720,287	+1%	+$181,900				
A	2024-11-05 16:41:35	2024-10-07	PLAY	Dave & Buster'S Entertainment, Inc.	Morris Christopher Daniel	CEO	P - Purchase	$33.68	+14,912	83,847	+22%	+$502,162				
M	2024-11-05 16:40:20	2024-10-01	CPIX	Cumberland Pharmaceuticals Inc	Young Caroline	Dir	P - Purchase	$1.28	+713	29,017	+3%	+$914				
M	2024-11-05 16:39:40	2024-10-01	CPIX	Cumberland Pharmaceuticals Inc	Jones James	Dir	P - Purchase	$1.28	+1,426	37,871	+4%	+$1,827				
M	2024-11-05 16:39:01	2024-10-01	CPIX	Cumberland Pharmaceuticals Inc	Kazimi A J	COB, CEO, 10%	P - Purchase	$1.28	+1,426	5,700,021	0%	+$1,827				
	2024-11-05 16:38:23	2024-11-01	PLOW	Douglas Dynamics, Inc	Van Genderen Mark	COO	P - Purchase	$22.96	+5,000	24,948	+25%	+$114,799				
M	2024-11-05 16:38:00	2024-10-01	CPIX	Cumberland Pharmaceuticals Inc	Krogulski Kenneth	Dir	P - Purchase	$1.28	+7,107	263,598	+3%	+$9,106				
DM	2024-11-05 16:37:10	2024-11-01	LSBK	Lake Shore Bancorp, Inc.	Sanvidge Kevin M.	Chairman of the Board	P - Purchase	$13.56	+4,379	23,820	+23%	+$59,381				
	2024-11-05 16:35:04	2024-11-04	NCLH	Norwegian Cruise Line Holdings Ltd.	Byng-Thorne Zillah	Dir	P - Purchase	$24.85	+7,930	50,583	+19%	+$197,061				
	2024-11-05 16:34:07	2024-11-01	MKL	Markel Group Inc.	Gayner Thomas Sinnickson	CEO	P - Purchase	$1,549.72	+100	54,129	0%	+$154,972				
	2024-11-05 16:18:57	2024-11-04	GGT	Gabelli Multimedia Trust Inc.	Gabelli Mario J	Control Person of Adviser	P - Purchase	$4.61	+501	2,620,898	0%	+$2,310				
	2024-11-05 16:18:50	2024-11-05	HII	Huntington Ingalls Industries, Inc.	Jimenez Frank R	Dir	P - Purchase	$188.91	+550	2,743	+25%	+$103,901				
	2024-11-05 16:15:24	2024-11-01	WPC	W. P. Carey Inc.	Alexander Mark A	Dir	P - Purchase	$55.29	+5,000	45,850	+12%	+$276,431				
D	2024-11-05 16:05:04	2024-10-29	NANX	Nanophase Technologies Corp	Whitmore R Janet	Dir	P - Purchase	$0.84	+45,333	4,052,951	+1%	+$37,886				
M	2024-11-05 15:36:25	2024-10-30	ATLO	Ames National Corp	Wilson Michael A	EVP	P - Purchase	$16.70	+500	1,200	+71%	+$8,350				
	2024-11-05 15:08:23	2024-11-01	CALC	Calcimedica, Inc.	Sanderling Venture Partners VI Co Investment Fund LP	10%	P - Purchase	$3.75	+87,744	2,407,172	+4%	+$329,040				
	2024-11-05 15:04:53	2024-11-01	CALC	Calcimedica, Inc.	Middleton Fred A	Dir, 10%	P - Purchase	$3.75	+107,744	2,447,062	+5%	+$404,040				
	2024-11-05 14:46:34	2024-11-01	TRIN	Trinity Capital Inc.	Brown Kyle Steven	CEO, Pres, CIO	P - Purchase	$13.39	+7,562	1,027,476	+1%	+$101,226				
	2024-11-05 14:44:33	2024-11-01	TRIN	Trinity Capital Inc.	Estes Ronald E.	Dir	P - Purchase	$13.59	+2,000	34,673	+6%	+$27,185				
	2024-11-05 14:26:33	2024-11-05	CMTV	Community Bancorp /vt	Moore Jeffrey Lee	Dir	P - Purchase	$16.32	+1	11,019	0%	+$16				
	2024-11-05 14:14:44	2024-11-01	CCFN	Muncy Columbia Financial Corp	Weinhoffer Kevin	EVP, Chief Commercial Officer	P - Purchase	$34.05	+319	6,245	+5%	+$10,862				
D	2024-11-05 13:18:37	2024-11-05	AIN	Albany International Corp /de/	Gaug Joseph M	VP-GC, Secretary	P - Purchase	$71.24	+1,000	6,811	+17%	+$71,240				
	2024-11-05 13:12:36	2024-11-04	FUNC	First United Corp/md/	Rush Jason Barry	SVP, COO	P - Purchase	$31.74	+74	22,737	0%	+$2,353				
D	2024-11-05 13:09:06	2024-11-05	AIN	Albany International Corp /de/	Starr Robert D.	CFO, TREASURER	P - Purchase	$71.38	+1,000	3,610	+38%	+$71,380				
	2024-11-05 13:08:49	2024-11-04	FUNC	First United Corp/md/	Boal Brian R.	Dir	P - Purchase	$31.74	+66	18,993	0%	+$2,110				
D	2024-11-05 13:07:09	2024-11-05	AIN	Albany International Corp /de/	Hansen Robert Alan	SVP, CTO	P - Purchase	$71.26	+1,050	8,387	+14%	+$74,827				
M	2024-11-05 13:05:47	2024-11-01	FUNC	First United Corp/md/	Rodeheaver Carissa Lynn	COB, Pres, CEO	P - Purchase	$31.80	+162	44,840	0%	+$5,157				
D	2024-11-05 13:03:39	2024-11-05	AIN	Albany International Corp /de/	Kleveland Gunnar	Pres, CEO	P - Purchase	$71.26	+1,400	8,284	+20%	+$99,757				
D	2024-11-05 12:42:38	2024-10-29	ERNA	Eterna Therapeutics Inc.	Cherington Charles	10%	P - Purchase	$0.00	+13,252,112	16,628,123	+393%	+$0				
	2024-11-05 12:37:25	2024-11-04	GRX	Gabelli Healthcare & Wellnessrx Trust	Saba Capital Management, L.P.	10%	P - Purchase	$10.36	+5,364	1,866,152	0%	+$55,571				
	2024-11-05 12:26:48	2024-11-04	CMTV	Community Bancorp /vt	Moore Jeffrey Lee	Dir	P - Purchase	$16.55	+500	11,018	+5%	+$8,275				
	2024-11-05 12:24:54	2024-11-04	MIO	Pioneer Municipal High Income Opportunities Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	$12.14	+5,253	1,850,835	0%	+$63,771				
	2024-11-05 12:22:21	2024-11-04	MAV	Pioneer Municipal High Income Advantage Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	$8.65	+4,867	3,347,932	0%	+$42,100				
	2024-11-05 12:20:39	2024-11-04	MHI	Pioneer Municipal High Income Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	$9.38	+5,855	3,664,280	0%	+$54,920				
D	2024-11-05 12:14:58	2024-11-01	RGCO	Rgc Resources Inc	Oliver Lawrence T.	VP, Secretary	P - Purchase	$20.34	+10	17,958	0%	+$200				
D	2024-11-05 12:14:08	2024-11-01	RGCO	Rgc Resources Inc	Miles Christen Brooke	VP, HR	P - Purchase	$20.34	+5	3,885	0%	+$100				
	2024-11-05 11:59:44	2024-11-04	IRTC	Irhythm Technologies, Inc.	Talwalkar Abhijit Y	Dir	P - Purchase	$75.16	+6,664	18,941	+54%	+$500,866				
	2024-11-05 11:16:56	2024-11-04	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$2.19	+1,238	658,603	0%	+$2,711				
	2024-11-05 11:09:48	2024-11-04	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$1,185.34	+12	1,138,349	0%	+$14,224				
	2024-11-05 11:09:09	2024-11-01	MPB	Mid Penn Bancorp Inc	Evans Albert J.	Dir	P - Purchase	$29.50	+8,474	36,919	+30%	+$249,983				
